CountryCode,subset,question_code,question_label,answer,percentage,notes
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,33,
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,5,[0]
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,3,[0]
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",5,[0]
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,42,
Netherlands,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,8,[0]
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,11,
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,4,[0]
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,9,[0]
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",22,
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",2,[0]
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,16,
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,14,
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,27,
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,2,[0]
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,1,[0]
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",1,[0]
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,40,
Poland,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,4,[0]
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,7,
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,7,
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,15,
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",26,
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",1,[0]
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,15,
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,11,
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,35,
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,2,[0]
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,2,[0]
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",1,[0]
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,42,
Poland,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,3,
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,12,[0]
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,2,[0]
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,10,[0]
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",36,
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",2,[0]
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,18,
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,11,[0]
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,30,
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,2,[0]
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,1,[0]
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,31,
Poland,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,1,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,12,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,4,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,16,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",41,
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",4,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,32,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,9,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,39,
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,9,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,4,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",5,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,34,[0]
Poland,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,5,[0]
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,13,[0]
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,5,[0]
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,9,[0]
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",32,
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",1,[0]
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,21,
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,13,[0]
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,39,
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,2,[0]
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,1,[0]
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",3,[0]
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,34,
Poland,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,3,[0]
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,6,[0]
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,3,[0]
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,9,
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",26,
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",1,[0]
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,11,
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,4,[0]
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,20,
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,1,[0]
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,3,[0]
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",5,[0]
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,42,
Portugal,Lesbian,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,5,[0]
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,7,
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,3,[0]
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,13,
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",34,
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",2,[0]
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,12,
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,4,
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,28,
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,2,[0]
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,3,[0]
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",3,[0]
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,38,
Portugal,Gay,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,4,
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,10,[0]
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,1,[0]
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,10,[0]
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",27,
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",1,[0]
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,10,[0]
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,4,[0]
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,21,
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,1,[0]
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,2,[0]
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",5,[0]
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,40,
Portugal,Bisexual women,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,5,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,9,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,6,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,13,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",39,
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"A customer, client or patient",2,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,13,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,4,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,35,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,4,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,4,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",2,[0]
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,37,
Portugal,Bisexual men,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Other,7,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Family/household member,10,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Neighbour,6,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Colleague at work,8,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Someone from school, college or university",26,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you know,6,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Member of an extremist/racist group,2,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Teenager or group of teenagers,30,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Police officer,4,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Security officer/bouncer,2,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,"Other public official (e.g. border guard, civil servant)",2,[0]
Portugal,Transgender,fb2_7,MOST SERIOUS incident of harassment - who was the perpetrator?,Someone else you didn`t know,40,
