CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
Bulgaria,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,55y.o. or more,:, [1] 
Bulgaria,Trans people,Trans person,DEXa13,How old were you when you realised for the first time you are LGB?,Dont know,:, [1] 
Bulgaria,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,5y.o. or less,5,‡
Bulgaria,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,6-9y.o.,0,‡
Bulgaria,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,10-14y.o.,68,‡
Bulgaria,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,15-17y.o.,18,‡
Bulgaria,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,18-24y.o.,9,‡
Bulgaria,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,25-34y.o.,0,‡
Bulgaria,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,35-54y.o.,0,‡
Bulgaria,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,55y.o. or more,0,‡
Bulgaria,Trans people,Non-binary,DEXa13,How old were you when you realised for the first time you are LGB?,Dont know,0,‡
Bulgaria,Trans people,Cross-dresser,DEXa13,How old were you when you realised for the first time you are LGB?,5y.o. or less,:, [1] 
Bulgaria,Trans people,Cross-dresser,DEXa13,How old were you when you realised for the first time you are LGB?,6-9y.o.,:, [1] 
Bulgaria,Trans people,Cross-dresser,DEXa13,How old were you when you realised for the first time you are LGB?,10-14y.o.,:, [1] 
Bulgaria,Trans people,Cross-dresser,DEXa13,How old were you when you realised for the first time you are LGB?,15-17y.o.,:, [1] 
Bulgaria,Trans people,Cross-dresser,DEXa13,How old were you when you realised for the first time you are LGB?,18-24y.o.,:, [1] 
Bulgaria,Trans people,Cross-dresser,DEXa13,How old were you when you realised for the first time you are LGB?,25-34y.o.,:, [1] 
Bulgaria,Trans people,Cross-dresser,DEXa13,How old were you when you realised for the first time you are LGB?,35-54y.o.,:, [1] 
Bulgaria,Trans people,Cross-dresser,DEXa13,How old were you when you realised for the first time you are LGB?,55y.o. or more,:, [1] 
Bulgaria,Trans people,Cross-dresser,DEXa13,How old were you when you realised for the first time you are LGB?,Dont know,:, [1] 
Bulgaria,Trans people,Genderqueer,DEXa13,How old were you when you realised for the first time you are LGB?,5y.o. or less,:, [1] 
Bulgaria,Trans people,Genderqueer,DEXa13,How old were you when you realised for the first time you are LGB?,6-9y.o.,:, [1] 
Bulgaria,Trans people,Genderqueer,DEXa13,How old were you when you realised for the first time you are LGB?,10-14y.o.,:, [1] 
Bulgaria,Trans people,Genderqueer,DEXa13,How old were you when you realised for the first time you are LGB?,15-17y.o.,:, [1] 
Bulgaria,Trans people,Genderqueer,DEXa13,How old were you when you realised for the first time you are LGB?,18-24y.o.,:, [1] 
Bulgaria,Trans people,Genderqueer,DEXa13,How old were you when you realised for the first time you are LGB?,25-34y.o.,:, [1] 
Bulgaria,Trans people,Genderqueer,DEXa13,How old were you when you realised for the first time you are LGB?,35-54y.o.,:, [1] 
Bulgaria,Trans people,Genderqueer,DEXa13,How old were you when you realised for the first time you are LGB?,Dont know,:, [1] 
Bulgaria,Trans people,Gender-fluid,DEXa13,How old were you when you realised for the first time you are LGB?,5y.o. or less,:, [1] 
Bulgaria,Trans people,Gender-fluid,DEXa13,How old were you when you realised for the first time you are LGB?,6-9y.o.,:, [1] 
Bulgaria,Trans people,Gender-fluid,DEXa13,How old were you when you realised for the first time you are LGB?,10-14y.o.,:, [1] 
Bulgaria,Trans people,Gender-fluid,DEXa13,How old were you when you realised for the first time you are LGB?,15-17y.o.,:, [1] 
Bulgaria,Trans people,Gender-fluid,DEXa13,How old were you when you realised for the first time you are LGB?,18-24y.o.,:, [1] 
Bulgaria,Trans people,Gender-fluid,DEXa13,How old were you when you realised for the first time you are LGB?,25-34y.o.,:, [1] 
Bulgaria,Trans people,Gender-fluid,DEXa13,How old were you when you realised for the first time you are LGB?,35-54y.o.,:, [1] 
Bulgaria,Trans people,Gender-fluid,DEXa13,How old were you when you realised for the first time you are LGB?,Dont know,:, [1] 
Bulgaria,Trans people,Agender,DEXa13,How old were you when you realised for the first time you are LGB?,5y.o. or less,:, [1] 
Bulgaria,Trans people,Agender,DEXa13,How old were you when you realised for the first time you are LGB?,6-9y.o.,:, [1] 
Bulgaria,Trans people,Agender,DEXa13,How old were you when you realised for the first time you are LGB?,10-14y.o.,:, [1] 
Bulgaria,Trans people,Agender,DEXa13,How old were you when you realised for the first time you are LGB?,15-17y.o.,:, [1] 
Bulgaria,Trans people,Agender,DEXa13,How old were you when you realised for the first time you are LGB?,18-24y.o.,:, [1] 
Bulgaria,Trans people,Agender,DEXa13,How old were you when you realised for the first time you are LGB?,25-34y.o.,:, [1] 
Bulgaria,Trans people,Agender,DEXa13,How old were you when you realised for the first time you are LGB?,35-54y.o.,:, [1] 
Bulgaria,Trans people,Agender,DEXa13,How old were you when you realised for the first time you are LGB?,Dont know,:, [1] 
Bulgaria,Trans people,Polygender,DEXa13,How old were you when you realised for the first time you are LGB?,5y.o. or less,:, [1] 
Bulgaria,Trans people,Polygender,DEXa13,How old were you when you realised for the first time you are LGB?,6-9y.o.,:, [1] 
Bulgaria,Trans people,Polygender,DEXa13,How old were you when you realised for the first time you are LGB?,10-14y.o.,:, [1] 
Bulgaria,Trans people,Polygender,DEXa13,How old were you when you realised for the first time you are LGB?,15-17y.o.,:, [1] 
Bulgaria,Trans people,Polygender,DEXa13,How old were you when you realised for the first time you are LGB?,18-24y.o.,:, [1] 
Bulgaria,Trans people,Polygender,DEXa13,How old were you when you realised for the first time you are LGB?,25-34y.o.,:, [1] 
Bulgaria,Trans people,Polygender,DEXa13,How old were you when you realised for the first time you are LGB?,35-54y.o.,:, [1] 
Cyprus,Trans people,Trans man,DEXa13,How old were you when you realised for the first time you are LGB?,5y.o. or less,:, [1] 
Cyprus,Trans people,Trans man,DEXa13,How old were you when you realised for the first time you are LGB?,6-9y.o.,:, [1] 
Cyprus,Trans people,Trans man,DEXa13,How old were you when you realised for the first time you are LGB?,10-14y.o.,:, [1] 
Cyprus,Trans people,Trans man,DEXa13,How old were you when you realised for the first time you are LGB?,15-17y.o.,:, [1] 
Cyprus,Trans people,Trans man,DEXa13,How old were you when you realised for the first time you are LGB?,18-24y.o.,:, [1] 
Cyprus,Trans people,Trans man,DEXa13,How old were you when you realised for the first time you are LGB?,25-34y.o.,:, [1] 
